Myoglobin,Troponin,CK,Time(min),Rat_ID
6.577176777,11.84998392,8.348379914,54,Rat_03
6.205328524,12.08445066,8.325557793,55,Rat_03
5.991126217,12.16089042,8.49598913,56,Rat_03
5.800250445,12.40178246,8.79325281,57,Rat_03
5.642141573,12.77800297,8.667634604,58,Rat_03
5.3873909,12.7887651,8.967114324,59,Rat_03
5.257841846,13.12290733,8.950917759,60,Rat_03
4.977396109,13.15488284,9.05552313,61,Rat_03
4.63882636,13.38026249,9.077969394,62,Rat_03
4.592106685,13.4780401,9.186775956,63,Rat_03
4.498864016,13.56970423,9.277571004,64,Rat_03
4.376556075,13.85016035,9.460345198,65,Rat_03
4.142237535,13.97196644,9.395834835,66,Rat_03
4.081363044,14.37467221,9.432184038,67,Rat_03
3.89643927,14.18285171,9.548734005,68,Rat_03
3.710038493,13.94335495,9.602641561,69,Rat_03
3.668948555,14.65545349,9.655555252,70,Rat_03
3.536731419,14.72106326,10.0379343,71,Rat_03
3.451374269,15.05762508,9.966579346,72,Rat_03
3.359067424,14.98178448,10.03036,73,Rat_03
3.225132474,14.95599272,10.08628205,74,Rat_03
3.232913797,14.77374726,10.0195818,75,Rat_03
3.083604714,15.11365332,10.15572395,76,Rat_03
2.963995045,15.4172961,10.38219717,77,Rat_03
2.926501341,15.21258666,10.27266515,78,Rat_03
2.887223688,15.59101362,10.23183643,79,Rat_03
2.750658944,15.77346976,10.34958063,80,Rat_03
2.725473782,15.69900365,10.5809218,81,Rat_03
2.660555152,15.62108623,10.61548253,82,Rat_03
2.562504587,15.67590574,10.63419237,83,Rat_03
2.50124499,15.93368161,10.6362731,84,Rat_03
2.486536982,16.13864803,10.59855184,85,Rat_03
2.414446206,16.22768836,10.68013093,86,Rat_03
2.367923006,16.07390082,10.71771553,87,Rat_03
2.267444532,16.34768937,10.69036447,88,Rat_03
2.268259076,16.13003327,10.8351831,89,Rat_03
2.255264997,16.14702076,10.82999863,90,Rat_03
2.147228227,16.24634392,10.84745088,91,Rat_03
2.096163586,16.22290067,10.77058323,92,Rat_03
2.022498504,16.33057469,10.86031881,93,Rat_03
2.038600389,16.37764351,10.63465881,94,Rat_03
1.96190576,16.47162186,10.80371372,95,Rat_03
1.969154989,16.48629617,10.91658449,96,Rat_03
1.921011606,16.78249453,10.70652182,97,Rat_03
1.862477213,16.81729227,10.7923392,98,Rat_03
1.860074749,16.72785213,10.76055894,99,Rat_03
1.816696747,16.98226153,10.89345921,100,Rat_03
1.783946402,16.86637596,10.86620035,101,Rat_03
1.77898062,16.61892344,11.0837498,102,Rat_03
1.745842016,17.16322316,11.02050904,103,Rat_03
1.733097306,16.89247482,10.99150275,104,Rat_03
1.713324731,17.25639493,11.14939801,105,Rat_03
1.636984241,17.06174354,11.12688463,106,Rat_03
1.669036151,17.22862111,11.07194932,107,Rat_03
1.623911547,17.3203959,11.10843634,108,Rat_03
1.626017437,17.37351757,10.92496941,109,Rat_03
1.612144926,17.46865257,11.0118805,110,Rat_03
1.562924126,17.4250284,10.96482022,111,Rat_03
1.597094995,17.42044258,11.00847512,112,Rat_03
1.519298668,17.6782011,10.75844785,113,Rat_03
1.543581248,17.78473754,11.19137602,114,Rat_03
1.504331468,17.49214264,11.06558958,115,Rat_03
1.520698616,17.48597637,11.1497313,116,Rat_03
1.465814261,17.42441437,11.11500019,117,Rat_03
1.473072706,17.92690167,11.0062032,118,Rat_03
1.457631341,17.80939969,11.24281584,119,Rat_03
1.448815027,17.68916483,11.03102463,120,Rat_03
1.4210382,17.70214823,11.34284341,121,Rat_03
1.401432683,17.80130917,11.0555642,122,Rat_03
1.389662941,17.69999795,11.04258663,123,Rat_03
1.375974243,18.25780409,10.90504736,124,Rat_03
1.367619544,17.82441883,10.60595914,125,Rat_03
1.370117983,17.90684258,10.54589832,126,Rat_03
1.3380175,17.84291389,10.15874421,127,Rat_03
1.335842353,17.74201098,9.997965484,128,Rat_03
1.300135639,17.63950258,9.657857672,129,Rat_03
1.319640831,17.75368531,9.422144089,130,Rat_03
1.319385465,17.74696691,9.265461778,131,Rat_03
1.280083075,17.97552351,9.06808129,132,Rat_03
1.28068846,17.76755404,8.900074243,133,Rat_03
1.270835199,17.86944847,8.688836351,134,Rat_03
1.295568952,17.95083696,8.346401574,135,Rat_03
1.258116018,17.80507982,8.33913181,136,Rat_03
1.27697994,17.90386066,8.161890905,137,Rat_03
1.243900679,17.73113625,7.916281584,138,Rat_03
1.242948923,18.2073871,7.866588386,139,Rat_03
1.239256869,17.69610587,7.721111628,140,Rat_03
1.204368394,17.6206923,7.646337589,141,Rat_03
1.229803062,17.93103846,7.431568558,142,Rat_03
1.22172662,17.87726055,7.172439116,143,Rat_03
1.221168651,17.73509081,7.036207323,144,Rat_03
1.20440719,18.32019702,6.980078583,145,Rat_03
1.192420433,17.90752458,6.836388625,146,Rat_03
1.18048411,17.81481715,6.773751346,147,Rat_03
1.198524821,17.59169741,6.636559753,148,Rat_03
1.2046489,18.01908552,6.528725132,149,Rat_03
1.188799831,18.20793437,6.510946252,150,Rat_03
1.175099318,18.10194081,6.372472641,151,Rat_03
1.158031212,17.94545595,6.153828788,152,Rat_03
1.185797999,16.91803387,6.26040711,153,Rat_03
1.162684298,15.88039759,6.178339702,154,Rat_03
1.159617557,15.87882548,5.884345228,155,Rat_03
1.158565461,15.42549515,5.931588825,156,Rat_03
1.157661766,15.14400268,5.877020721,157,Rat_03
1.170890761,14.86343375,5.806325756,158,Rat_03
1.153710024,14.62430537,5.54410547,159,Rat_03
1.161202975,14.30308207,5.560968956,160,Rat_03
1.141572674,13.5642948,5.466048566,161,Rat_03
1.155821529,13.43339895,5.401732422,162,Rat_03
1.116697662,13.21801617,5.275024012,163,Rat_03
1.13362995,12.56923224,5.124397726,164,Rat_03
1.142865638,12.6182061,5.13148193,165,Rat_03
1.13226331,12.39861067,5.023849638,166,Rat_03
1.11514352,11.95150668,5.015922728,167,Rat_03
1.105926954,11.88649788,4.955238426,168,Rat_03
1.127952344,11.72783508,4.877146404,169,Rat_03
1.084504409,11.42959775,4.791724943,170,Rat_03
1.096801261,11.4686243,4.7891281,171,Rat_03
1.148522747,11.28318807,4.704527504,172,Rat_03
1.11111524,11.13914407,4.590872652,173,Rat_03
1.100616764,10.92014398,4.638600895,174,Rat_03
1.105645531,10.84206352,4.529448483,175,Rat_03
1.09688587,10.55176776,4.524459889,176,Rat_03
1.090344324,10.38242427,4.386251346,177,Rat_03
1.057621019,10.3663466,4.439280159,178,Rat_03
1.095518512,10.42295365,4.28189743,179,Rat_03
1.090619785,10.11239595,4.217024511,180,Rat_03
1.034229713,9.886814456,4.228236195,181,Rat_03
1.099470131,9.63678586,4.104159214,182,Rat_03
1.078779433,9.533971914,4.10620952,183,Rat_03
1.079004084,9.485039326,4.109006702,184,Rat_03
1.080103238,9.498145687,3.960475392,185,Rat_03
1.082146547,9.055342852,4.080845059,186,Rat_03
1.087720587,9.201343629,3.962524851,187,Rat_03
1.076837382,9.106852949,3.859823906,188,Rat_03
1.058167386,8.969228474,3.786644717,189,Rat_03
1.105217043,8.869354543,3.805992991,190,Rat_03
1.103103265,8.664408791,3.745699342,191,Rat_03
1.069842797,8.510830198,3.747979398,192,Rat_03
1.067662699,8.576968196,3.691765199,193,Rat_03
1.069271712,8.357647457,3.703633575,194,Rat_03
1.077390498,8.172647697,3.675588655,195,Rat_03
1.074058567,8.195818079,3.553551801,196,Rat_03
1.081370927,8.17886035,3.553434079,197,Rat_03
1.024998843,8.212077055,3.491689127,198,Rat_03
1.046436947,7.921734438,3.50959434,199,Rat_03
1.064005355,8.047192471,3.451192005,200,Rat_03
1.038531371,7.648156899,3.402806783,201,Rat_03
1.020020907,7.792622808,3.360716193,202,Rat_03
1.043053069,7.395113484,3.354470877,203,Rat_03
1.060685367,7.571402529,3.286133162,204,Rat_03
1.070847763,7.473613682,3.303799459,205,Rat_03
1.060042088,7.284356534,3.262883241,206,Rat_03
1.034466321,7.318856517,3.157077915,207,Rat_03
1.028887164,7.230511012,3.180550105,208,Rat_03
1.050159955,7.071922972,3.204775497,209,Rat_03
1.031562532,7.076936915,3.104954619,210,Rat_03
1.03428233,7.133049432,3.134717546,211,Rat_03
1.047169008,7.130095032,3.044678878,212,Rat_03
1.048399571,7.01635681,3.060525838,213,Rat_03
1.031859082,6.892671649,3.000095241,214,Rat_03
1.033088776,6.950631311,2.996189246,215,Rat_03
1.041789217,6.869920513,2.956581929,216,Rat_03
1.045818375,6.753441987,2.91166166,217,Rat_03
1.022856943,6.811152271,2.901302321,218,Rat_03
1.026608958,6.777645122,2.871312333,219,Rat_03
1.018686128,6.727715297,2.874583561,220,Rat_03
1.016395742,6.531133303,2.768819938,221,Rat_03
1.043130207,6.587418361,2.766154892,222,Rat_03
1.044124464,6.581510567,2.770313021,223,Rat_03
1.027716038,6.426395808,2.767534241,224,Rat_03
1.036912856,6.386597314,2.759257292,225,Rat_03
1.04839058,6.3945604,2.757392319,226,Rat_03
1.058593427,6.241761355,2.654019495,227,Rat_03
1.041892054,6.239091466,2.725986034,228,Rat_03
1.056648682,6.154508062,2.622796758,229,Rat_03
1.005755122,6.148969415,2.632111828,230,Rat_03
1.037537285,5.95889297,2.641775423,231,Rat_03
1.049202106,6.042785491,2.667342423,232,Rat_03
1.041197123,5.964609596,2.577079229,233,Rat_03
1.044595239,5.947204324,2.562315792,234,Rat_03
1.033813755,5.922212505,2.5583491,235,Rat_03
1.013034852,5.835282093,2.551669443,236,Rat_03
1.026114477,5.818087333,2.494393602,237,Rat_03
1.036834112,5.765682421,2.527261509,238,Rat_03
1.029138295,5.722478011,2.431398184,239,Rat_03
1.021258746,5.777700181,2.47284406,240,Rat_03
1.00728113,1.017619261,1.002947716,0,Rat_04
1.014380976,1.040361467,0.984852413,1,Rat_04
1.020369497,0.997183718,0.974779613,2,Rat_04
1.006047806,1.020746196,0.986240424,3,Rat_04
1.02793916,1.004181558,1.010210037,4,Rat_04
1.004647333,1.040995277,1.021739777,5,Rat_04
1.06524162,1.024654627,1.155047738,6,Rat_04
1.193571989,1.017964724,1.220063571,7,Rat_04
1.334171747,1.047959985,1.323567787,8,Rat_04
1.463212735,1.07865395,1.50602481,9,Rat_04
1.662989449,1.203232638,1.676210033,10,Rat_04
1.893121478,1.384156527,1.814037655,11,Rat_04
2.024641416,1.528246412,2.002730267,12,Rat_04
2.311685804,1.676769789,2.214204883,13,Rat_04
2.572132422,1.895583889,2.416146545,14,Rat_04
2.800533057,2.069720074,2.643563773,15,Rat_04
3.118899121,2.337686095,2.838832766,16,Rat_04
3.399287847,2.555518783,3.058424896,17,Rat_04
3.588248264,2.694548207,3.283156264,18,Rat_04
3.823005976,2.927053068,3.520691518,19,Rat_04
4.080143744,3.241105311,3.688266058,20,Rat_04
4.360580576,3.475994118,3.961147647,21,Rat_04
4.684057259,3.714387375,4.187585074,22,Rat_04
4.84411343,4.04866367,4.442101299,23,Rat_04
5.191922957,4.263434045,4.633592957,24,Rat_04
5.450760603,4.450699151,4.765108642,25,Rat_04
5.551569992,4.690444214,5.058230964,26,Rat_04
5.861439168,5.082523443,5.258967432,27,Rat_04
5.977492027,5.31875127,5.463596953,28,Rat_04
6.120594329,5.686834272,5.705495223,29,Rat_04
6.327844109,5.756551625,5.841519061,30,Rat_04
6.554086367,6.073741834,5.970459685,31,Rat_04
6.611480987,6.345075264,6.232815998,32,Rat_04
6.913881924,6.512746424,6.373850694,33,Rat_04
7.077220659,6.882065731,6.5816714,34,Rat_04
7.10538624,7.072191088,6.695574969,35,Rat_04
7.22908537,7.29630534,6.928358739,36,Rat_04
7.348962232,7.53302721,7.188651296,37,Rat_04
7.524777285,7.845587499,7.249204624,38,Rat_04
7.590222926,8.120059748,7.335897833,39,Rat_04
7.69330908,8.305622549,7.568084849,40,Rat_04
7.665709057,8.645530649,7.590351466,41,Rat_04
7.91404309,8.779394681,7.815483602,42,Rat_04
7.992890497,9.137391947,8.094078998,43,Rat_04
7.87652434,9.324204,8.022597162,44,Rat_04
8.162773794,9.634081453,8.105113084,45,Rat_04
8.083047598,9.694801681,8.29585754,46,Rat_04
7.966606053,10.01558746,8.312425763,47,Rat_04
8.286190191,10.28154324,8.513273453,48,Rat_04
8.251406163,10.47606514,8.650097578,49,Rat_04
8.367351561,10.7261705,8.67946754,50,Rat_04
8.428548768,11.07833094,9.017681082,51,Rat_04
8.340983604,11.21678499,9.009540155,52,Rat_04
8.249464272,11.42774028,8.989927839,53,Rat_04
8.49635899,11.72401598,8.96597565,54,Rat_04
8.041028123,11.96887221,9.091798644,55,Rat_04
7.840311809,12.07207314,8.967167493,56,Rat_04
7.577866946,12.37245567,9.270456606,57,Rat_04
7.569666162,12.66935406,9.478356142,58,Rat_04
7.242964973,12.88289762,9.448646985,59,Rat_04
7.233315716,12.81417524,9.716333393,60,Rat_04
6.966843681,13.00250057,9.634738179,61,Rat_04
6.814924806,13.27256154,9.65644873,62,Rat_04
6.528631804,13.86601229,9.767252483,63,Rat_04
6.363186434,13.7881628,9.654578795,64,Rat_04
6.25156945,13.97977969,9.749296893,65,Rat_04
5.958535749,14.1009122,9.938468294,66,Rat_04
5.784127811,14.42361509,9.896737588,67,Rat_04
5.60928068,14.88758921,9.744917949,68,Rat_04
5.582177077,14.57405518,9.893027722,69,Rat_04
5.249236129,15.04462055,9.866947674,70,Rat_04
5.237807755,15.29834068,9.947826921,71,Rat_04
5.056396263,15.40095392,10.15457543,72,Rat_04
4.898950216,15.45952068,9.975488952,73,Rat_04
4.787131492,15.71853141,10.16553987,74,Rat_04
4.748562433,15.85923873,10.18187713,75,Rat_04
4.578133074,15.93839904,10.06505458,76,Rat_04
4.497986603,15.97161002,9.923717047,77,Rat_04
4.464991197,16.1978974,10.12688643,78,Rat_04
4.251362258,16.33634314,10.05412857,79,Rat_04
4.170085792,16.4101926,10.22282371,80,Rat_04
4.024001372,16.65598726,10.06058259,81,Rat_04
3.991445226,16.76677765,10.27148781,82,Rat_04
3.953721346,16.41148929,10.27647198,83,Rat_04
3.892358904,17.13867595,10.20381409,84,Rat_04
3.720918508,17.24582513,10.47188473,85,Rat_04
3.631266916,17.04202813,10.31137555,86,Rat_04
3.520301426,17.25627802,10.16754759,87,Rat_04
3.429234308,17.14611502,10.30668373,88,Rat_04
3.439143476,17.64812684,10.18374747,89,Rat_04
3.376325297,17.2386962,10.31438266,90,Rat_04
3.273424411,17.62354684,10.19389299,91,Rat_04
3.220250286,17.97562961,10.35595081,92,Rat_04
3.206857131,17.97118669,10.10277784,93,Rat_04
3.118088456,18.06741697,10.04799395,94,Rat_04
3.045748292,18.0876716,9.919120049,95,Rat_04
2.997401747,18.30689687,10.12224234,96,Rat_04
2.942733154,18.16747679,10.07810564,97,Rat_04
2.895227856,18.44740408,10.10254232,98,Rat_04
2.825476092,18.4089068,10.17016604,99,Rat_04
2.824443289,18.75959997,10.27768598,100,Rat_04
2.764918448,18.64551928,10.21299652,101,Rat_04
2.709295419,18.83080943,10.17743369,102,Rat_04
2.597503805,18.9699175,10.20124852,103,Rat_04
2.651315762,19.07124735,10.19284688,104,Rat_04
2.579097015,18.78956145,10.28720255,105,Rat_04
2.56739255,18.86456623,10.32075554,106,Rat_04
2.53223958,19.51015255,10.48709891,107,Rat_04
2.480383366,18.87291211,10.28392586,108,Rat_04
2.441163064,19.25310466,10.47266413,109,Rat_04
2.400956278,19.31176956,10.19003939,110,Rat_04
2.400295437,19.60744202,10.24110666,111,Rat_04
2.305363187,19.27256146,10.31464127,112,Rat_04
2.366393136,19.57838598,10.30182933,113,Rat_04
2.278915576,19.97692595,10.1058145,114,Rat_04
2.260520103,19.92618763,10.38781282,115,Rat_04
2.211701607,19.91582589,10.1921881,116,Rat_04
2.162291518,19.76747764,10.20075845,117,Rat_04
2.156002535,19.63476156,10.52914111,118,Rat_04
2.129298242,20.16745566,10.06142047,119,Rat_04
2.099099426,19.75411065,10.13397469,120,Rat_04
2.094785917,20.38090147,10.34973842,121,Rat_04
2.04164473,20.74156905,10.10917869,122,Rat_04
2.006489143,20.12884054,10.43885915,123,Rat_04
2.009550298,20.49452904,10.46395918,124,Rat_04
1.936071111,20.1900326,10.66359443,125,Rat_04
1.941333353,20.19504477,10.33728643,126,Rat_04
1.928083058,20.52015451,10.40942038,127,Rat_04
1.902892841,20.64020912,10.13290286,128,Rat_04
1.87470824,20.66017669,9.976182073,129,Rat_04
1.873708539,21.28536405,9.63441532,130,Rat_04
1.835674391,21.00511703,9.539187933,131,Rat_04
1.835563917,20.56182893,9.368502533,132,Rat_04
1.822215214,20.90492988,8.842192456,133,Rat_04
1.754456936,20.91519703,8.822772172,134,Rat_04
1.734236099,20.8175868,8.663345092,135,Rat_04
1.716915371,20.82879132,8.353210544,136,Rat_04
1.720529673,21.26634763,8.310679014,137,Rat_04
1.671495658,20.83269735,8.232747264,138,Rat_04
1.701328169,21.41925135,8.059927381,139,Rat_04
1.666942849,21.02090638,7.86361491,140,Rat_04
1.632137064,20.77837606,7.760916792,141,Rat_04
1.612372609,21.11154325,7.522054092,142,Rat_04
1.600380998,20.80949921,7.410922923,143,Rat_04
1.625529595,21.43189353,7.42071696,144,Rat_04
1.599182673,21.3987691,7.265030542,145,Rat_04
1.600640674,21.2941268,7.204150702,146,Rat_04
1.59726044,20.79872726,6.989649351,147,Rat_04
1.543693456,21.47815922,7.023463784,148,Rat_04
1.539368683,21.10736714,6.767554461,149,Rat_04
1.55135298,21.16665241,6.651375466,150,Rat_04
1.510678309,20.72911503,6.758135411,151,Rat_04
1.521503922,21.07572625,6.401595506,152,Rat_04
1.488717452,21.1737128,6.292813124,153,Rat_04
1.491507305,21.42511191,6.15449736,154,Rat_04
1.468352289,21.06041938,6.109743385,155,Rat_04
1.448813334,19.39727705,6.090624033,156,Rat_04
1.467598812,19.34718972,5.960175265,157,Rat_04
1.466712032,18.83590592,5.881212377,158,Rat_04
1.42629217,18.1553246,5.722572111,159,Rat_04
1.444862212,18.05142762,5.727539009,160,Rat_04
1.441156717,17.35035035,5.595257784,161,Rat_04
1.436012917,17.62522946,5.497836962,162,Rat_04
1.434849874,17.10426154,5.478307184,163,Rat_04
1.394038928,17.01093177,5.387033367,164,Rat_04
1.404282201,16.57591224,5.458760265,165,Rat_04
1.363095666,15.96393457,5.298400225,166,Rat_04
1.374293444,15.77948452,5.175323995,167,Rat_04
1.367339266,15.41178193,5.250713435,168,Rat_04
1.339779542,15.15042117,5.143948209,169,Rat_04
1.342249302,15.01741416,5.072003162,170,Rat_04
1.350053869,14.75450204,4.951911783,171,Rat_04
1.35607839,14.2950296,4.998245121,172,Rat_04
1.326323296,14.3375202,4.803303874,173,Rat_04
1.310540767,14.11062307,4.77226622,174,Rat_04
1.290735489,13.83843328,4.83415029,175,Rat_04
1.31194397,13.98390299,4.738724926,176,Rat_04
1.269527029,13.22139164,4.732980714,177,Rat_04
1.266430447,13.26397523,4.607605292,178,Rat_04
1.290902131,13.06406827,4.589002099,179,Rat_04
1.262123566,13.20610668,4.594479629,180,Rat_04
1.273091211,13.19363911,4.487616881,181,Rat_04
1.260409008,12.47221661,4.367197432,182,Rat_04
1.249750433,12.5410904,4.439113842,183,Rat_04
1.240031552,12.76188642,4.425771574,184,Rat_04
1.261251975,12.35241422,4.308795207,185,Rat_04
1.234100295,12.24933361,4.269179671,186,Rat_04
1.237998865,11.76987861,4.161296134,187,Rat_04
1.240700684,11.91510508,4.232534783,188,Rat_04
1.240181515,11.67942394,4.092499267,189,Rat_04
1.233666981,11.56622049,4.030575075,190,Rat_04
1.204305388,11.53302186,4.086559417,191,Rat_04
1.204949305,11.16238156,4.06151481,192,Rat_04
1.200154216,11.37183239,3.949399496,193,Rat_04
1.215823083,11.09474509,3.959474706,194,Rat_04
1.208935081,10.69893796,3.859471234,195,Rat_04
1.162806805,10.72370916,3.925002587,196,Rat_04
1.156354161,10.69591979,3.801686216,197,Rat_04
1.164386944,10.65997326,3.86399661,198,Rat_04
1.155095189,10.39568748,3.692173442,199,Rat_04
1.148606858,10.19589712,3.714183537,200,Rat_04
1.117528016,10.22170862,3.685787988,201,Rat_04
1.164958618,10.1279915,3.639589636,202,Rat_04
1.143890632,9.898426753,3.649783461,203,Rat_04
1.116688437,9.860417348,3.53208594,204,Rat_04
1.155876465,9.742000142,3.553081585,205,Rat_04
1.109132325,9.775771157,3.519797565,206,Rat_04
1.128593701,9.424732294,3.486773477,207,Rat_04
1.152133588,9.365924242,3.450353317,208,Rat_04
1.14849804,9.51266458,3.40456545,209,Rat_04
1.12491247,9.202469324,3.399291238,210,Rat_04
1.117555878,9.378982849,3.37799292,211,Rat_04
1.131381462,9.158303748,3.319778338,212,Rat_04
1.133320337,8.917941793,3.324774174,213,Rat_04
1.133820829,8.913016982,3.140261101,214,Rat_04
1.142261287,8.832777755,3.342498685,215,Rat_04
1.11395832,8.979036911,3.225768241,216,Rat_04
1.12004035,8.656786547,3.168269641,217,Rat_04
1.094759555,8.583309676,3.197039416,218,Rat_04
1.124818622,8.656213123,3.111019496,219,Rat_04
1.100568028,8.389054347,3.138465708,220,Rat_04
1.105905808,8.384828901,3.128722472,221,Rat_04
1.109501644,8.338401951,3.093120444,222,Rat_04
1.116044305,8.346005218,3.016824398,223,Rat_04
1.131970604,8.190162327,3.052152406,224,Rat_04
1.089025692,8.093903868,3.042290741,225,Rat_04
1.073584584,8.117951463,2.985887758,226,Rat_04
1.096485587,8.042743839,2.910395567,227,Rat_04
1.08241961,7.850522981,2.934449702,228,Rat_04
1.106037405,7.8649428,2.87936323,229,Rat_04
1.104513275,7.902887522,2.884266189,230,Rat_04
1.069732308,7.805868208,2.835853705,231,Rat_04
1.073931568,7.815114522,2.842920149,232,Rat_04
1.072930045,7.820408741,2.789421241,233,Rat_04
1.034849295,7.625510734,2.758622386,234,Rat_04
1.08275327,7.540119261,2.836156409,235,Rat_04
1.080440788,7.386310774,2.740809467,236,Rat_04
1.099913646,7.546530358,2.795636113,237,Rat_04
1.049294217,7.3209615,2.766747757,238,Rat_04
1.072671426,7.333641406,2.776365187,239,Rat_04
1.062411864,7.348613186,2.719447184,240,Rat_04
1.013637968,0.995743044,1.011352338,0,Rat_05
1.0067685,1.005268804,0.98852354,1,Rat_05
1.039983451,1.017727742,0.994978759,2,Rat_05
1.010436899,0.999108897,1.003835176,3,Rat_05
1.006516863,1.014051108,1.00711756,4,Rat_05
1.046728884,1.00935252,1.020149597,5,Rat_05
1.148394032,1.024564186,1.040962269,6,Rat_05
1.264324084,0.997266241,1.111107703,7,Rat_05
1.406410144,1.016368722,1.224180756,8,Rat_05
1.532768519,1.078544392,1.348841749,9,Rat_05
1.745879989,1.18038299,1.451738109,10,Rat_05
1.892910039,1.344932279,1.6285596,11,Rat_05
2.133443352,1.589457398,1.771648055,12,Rat_05
2.320302042,1.824309941,1.954988069,13,Rat_05
2.542782627,2.125879089,2.165552741,14,Rat_05
2.701593833,2.431553283,2.302944283,15,Rat_05
2.914256558,2.792116486,2.497504714,16,Rat_05
3.157351543,3.103611342,2.681498523,17,Rat_05
3.357533261,3.455670316,2.955788719,18,Rat_05
3.573478969,3.933588338,3.153568803,19,Rat_05
3.817448176,4.34828421,3.411353134,20,Rat_05
4.060525163,4.690421194,3.565551206,21,Rat_05
4.189964768,5.089098423,3.804641883,22,Rat_05
4.50668261,5.616049854,4.095347661,23,Rat_05
4.670605525,6.067247166,4.249916559,24,Rat_05
4.822003462,6.333246297,4.513214373,25,Rat_05
4.941820331,6.9180094,4.73275419,26,Rat_05
5.124814807,7.211625902,4.895276004,27,Rat_05
5.317725998,7.752055121,5.130238428,28,Rat_05
5.400739497,8.163292101,5.367734161,29,Rat_05
5.458326406,8.710322669,5.462170963,30,Rat_05
5.729712169,8.906654891,5.78338349,31,Rat_05
5.832069519,9.622041229,6.060236156,32,Rat_05
5.849806406,10.01556902,6.278668949,33,Rat_05
5.988672585,10.40676222,6.39337951,34,Rat_05
6.128145058,10.97154592,6.655405564,35,Rat_05
6.218333603,11.51671593,6.905780441,36,Rat_05
6.297089564,11.49831145,6.954781902,37,Rat_05
6.337938127,12.27212042,7.231114935,38,Rat_05
6.513621483,12.72777975,7.531408112,39,Rat_05
6.674218827,12.83265978,7.682256544,40,Rat_05
6.483187201,13.31068096,7.782440582,41,Rat_05
6.900601902,13.559056,7.949805147,42,Rat_05
6.75805272,14.07592169,8.115705206,43,Rat_05
6.722043654,14.44654453,8.229719575,44,Rat_05
6.478424393,14.42342262,8.48640545,45,Rat_05
6.102785644,15.03716872,8.536614943,46,Rat_05
5.969462885,15.45668878,8.7747682,47,Rat_05
5.804003554,15.39992057,8.994881437,48,Rat_05
5.4821137,15.88401564,8.881776675,49,Rat_05
5.411640827,16.28946462,9.055750923,50,Rat_05
5.131934209,16.61621697,9.216238263,51,Rat_05
5.075278253,17.1538247,9.457305836,52,Rat_05
4.723941188,17.04517828,9.46775144,53,Rat_05
4.74709144,17.42799361,9.507665647,54,Rat_05
4.59418615,17.53816729,9.512561192,55,Rat_05
4.359247208,17.71559745,9.704379515,56,Rat_05
4.178965575,18.20493614,9.695583965,57,Rat_05
4.100067635,17.79602595,9.70871507,58,Rat_05
3.904902223,18.23987145,10.01897983,59,Rat_05
3.72226228,18.34758789,10.0239007,60,Rat_05
3.779957044,18.43337245,9.830966208,61,Rat_05
3.550370188,18.81295126,10.01737054,62,Rat_05
3.495749843,18.91679063,10.01778531,63,Rat_05
3.339253334,19.19886517,10.20797726,64,Rat_05
3.314641698,19.34943007,10.2893087,65,Rat_05
3.278598177,18.92940294,10.49497235,66,Rat_05
3.178331543,19.34761282,10.6377052,67,Rat_05
3.07132903,19.37475066,10.5631919,68,Rat_05
2.962148221,19.59778609,10.67419362,69,Rat_05
2.965921735,19.55260456,10.61468824,70,Rat_05
2.919646621,19.58792216,10.89439746,71,Rat_05
2.834015949,19.67820947,10.73921251,72,Rat_05
2.763292052,20.0326809,10.92727177,73,Rat_05
2.670433657,19.92369083,10.74183597,74,Rat_05
2.65268304,19.89317626,10.93967522,75,Rat_05
2.623296143,20.33929448,10.96434522,76,Rat_05
2.57505043,19.85040715,10.83904092,77,Rat_05
2.500645338,20.138831,11.10271726,78,Rat_05
2.530079161,20.00862334,10.83473657,79,Rat_05
2.428487087,19.90320732,10.85305261,80,Rat_05
2.384708114,19.47476083,11.17016359,81,Rat_05
2.349168275,20.18542095,11.30203053,82,Rat_05
2.334064568,20.23629945,11.13828765,83,Rat_05
2.262191283,20.19122812,11.06873625,84,Rat_05
2.238376467,20.23426812,11.27024661,85,Rat_05
2.210726101,20.07857814,11.04278961,86,Rat_05
2.167821155,20.32415689,11.17734624,87,Rat_05
2.206766353,20.30101253,11.00051314,88,Rat_05
2.135651754,20.63099778,11.03499826,89,Rat_05
2.075925398,20.29530926,11.2689397,90,Rat_05
2.109813133,20.42780543,10.96423475,91,Rat_05
1.998313242,20.75500202,11.32402707,92,Rat_05
2.02875525,20.43187797,11.01874762,93,Rat_05
1.968392824,20.43700228,11.10206952,94,Rat_05
1.993552262,20.40802621,11.32977128,95,Rat_05
1.968318092,20.62230642,11.28154455,96,Rat_05
1.91846522,20.59776918,11.16841521,97,Rat_05
1.89201915,20.67118216,11.27965134,98,Rat_05
1.89137545,20.87834641,11.26518775,99,Rat_05
1.854859726,20.93753699,11.13960952,100,Rat_05
1.813569034,20.57921207,11.32886309,101,Rat_05
1.802704498,20.62540117,11.31282449,102,Rat_05
1.813409333,20.6930527,11.37709535,103,Rat_05
1.743626751,20.79806303,11.37090102,104,Rat_05
1.741609242,20.95038567,11.57134424,105,Rat_05
1.732247214,21.24419035,11.21064607,106,Rat_05
1.739351087,20.41202515,11.47782095,107,Rat_05
1.710009322,20.94165304,11.37595382,108,Rat_05
